user_input,retrieved_contexts,response,reference,faithfulness,answer_relevancy,context_precision,context_recall,answer_correctness
Thuốc nào vừa có tính hàn vừa trực tiếp chữa bệnh thương hàn?,"['[{""ChuThe"": ""Vị thuốc Đậu sị"", ""QuanHe"": ""Thỏa mãn đồng thời"", ""DoiTuong"": ""Hàn và Bệnh Thương hàn"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """"}, {""ChuThe"": ""Vị thuốc Đậu sị"", ""QuanHe"": ""Thỏa mãn đồng thời"", ""DoiTuong"": ""Bệnh Thương hàn và Bệnh Thương hàn"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """"}, {""ChuThe"": ""Vị thuốc Thanh cao"", ""QuanHe"": ""Thỏa mãn đồng thời"", ""DoiTuong"": ""Hàn và Bệnh Thương hàn"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """"}, {""ChuThe"": ""Vị thuốc Thanh cao"", ""QuanHe"": ""Thỏa mãn đồng thời"", ""DoiTuong"": ""Bệnh Thương hàn và Bệnh Thương hàn"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """"}, {""ChuThe"": ""Vị thuốc Ma Hoàng"", ""QuanHe"": ""Thỏa mãn đồng thời"", ""DoiTuong"": ""Bệnh Thương hàn và Bệnh Thương hàn"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """"}, {""ChuThe"": ""Vị thuốc Sài hồ"", ""QuanHe"": ""Thỏa mãn đồng thời"", ""DoiTuong"": ""Hàn và Bệnh Sốt thương hàn"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """"}, {""ChuThe"": ""Vị thuốc Sài hồ"", ""QuanHe"": ""Thỏa mãn đồng thời"", ""DoiTuong"": ""Bệnh Sốt thương hàn và Bệnh Sốt thương hàn"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """"}]']",Hệ thống y văn hiện tại chưa ghi nhận dữ liệu về vấn đề này.,"Thanh cao, Đậu sị",1.0,0.0,0.9999999999,1.0,0.23392057324799762
Bệnh nào có thể chữa bằng bài thuốc chứa tiểu kế?,"['[{""ChuThe"": ""Vị thuốc Tiểu kế"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Mọc mụn đầu đinh Hy Thiêm] để chữa"", ""DoiTuong"": ""Bệnh Mọc mụn đầu đinh"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Giã nát, dội chén rượu nóng vào, vắt lấy nước uống"", ""GhiChu"": """", ""sort_weight"": 3.0}]']","**Tiểu kế** tham gia bài thuốc **Bài thuốc Mọc mụn đầu đinh Hy Thiêm** để chữa bệnh Mọc mụn đầu đinh. Cách dùng: Giã nát, dội chén rượu nóng vào, vắt lấy nước uống.",Mọc mụn đầu đinh,1.0,0.6354688376942979,0.9999999999,1.0,0.483305661976999
Vị thuốc măng cụt có chứa hoạt chất friedelan-3-beta-ol không?,['Không có dữ liệu'],"Không. Dựa trên dữ liệu y văn hiện tại, không có ghi nhận nào cho thấy măng cụt có liên quan hoặc tác dụng tới friedelan-3-beta-ol.","Không, vị thuốc măng cụt không chứa hoạt chất friedelan-3-beta-ol",0.0,0.8647138221114573,0.0,1.0,0.6175231042152801
Vị thuốc cơm cháy có công năng gì?,"['[{""ChuThe"": ""Vị thuốc Cơm cháy"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất Tinh dầu"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": ""tinh dầu mùi hắc của hoa""}, {""ChuThe"": ""Vị thuốc Cơm cháy"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất Saponin"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """"}, {""ChuThe"": ""Vị thuốc Cơm cháy"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất Tanin"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """"}, {""ChuThe"": ""Vị thuốc Cơm cháy"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất Cholin"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """"}, {""ChuThe"": ""Vị thuốc Cơm cháy"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất Sambunigrin"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """"}, {""ChuThe"": ""Vị thuốc Cơm cháy"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất Sambuxin"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """"}, {""ChuThe"": ""Vị thuốc Cơm cháy"", ""QuanHe"": ""CHU_TRI_BENH"", ""DoiTuong"": ""Bệnh Lọc máu"", ""LieuDung"": ""Tham khảo liều dùng chung của vị thuốc"", ""CachDung"": ""Chỉ định lâm sàng theo kinh nghiệm"", ""GhiChu"": ""Quả cây cơm cháy""}, {""ChuThe"": ""Vị thuốc Cơm cháy"", ""QuanHe"": ""CHU_TRI_BENH"", ""DoiTuong"": ""Bệnh Nhuận"", ""LieuDung"": ""Tham khảo liều dùng chung của vị thuốc | $10-12g$"", ""CachDung"": ""Chỉ định lâm sàng theo kinh nghiệm | dưới dạng thuốc sắc"", ""GhiChu"": ""Quả cây cơm cháy ngâm rượu | Vỏ cây cơm cháy""}, {""ChuThe"": ""Vị thuốc Cơm cháy"", ""QuanHe"": ""CHU_TRI_BENH"", ""DoiTuong"": ""Bệnh Tẩy độc cơ thể"", ""LieuDung"": ""Tham khảo liều dùng chung của vị thuốc"", ""CachDung"": ""Chỉ định lâm sàng theo kinh nghiệm"", ""GhiChu"": ""Quả cây cơm cháy ngâm rượu""}, {""ChuThe"": ""Vị thuốc Cơm cháy"", ""QuanHe"": ""CHU_TRI_BENH"", ""DoiTuong"": ""Bệnh Thấp khớp"", ""LieuDung"": ""Tham khảo liều dùng chung của vị thuốc"", ""CachDung"": ""Chỉ định lâm sàng theo kinh nghiệm"", ""GhiChu"": ""Quả cây cơm cháy ngâm rượu""}, {""ChuThe"": ""Vị thuốc Cơm cháy"", ""QuanHe"": ""CHU_TRI_BENH"", ""DoiTuong"": ""Bệnh Lỵ"", ""LieuDung"": ""Tham khảo liều dùng chung của vị thuốc"", ""CachDung"": ""Chỉ định lâm sàng theo kinh nghiệm"", ""GhiChu"": ""Quả cây cơm cháy ngâm rượu""}, {""ChuThe"": ""Vị thuốc Cơm cháy"", ""QuanHe"": ""CHU_TRI_TRIEU_CHUNG"", ""DoiTuong"": ""Triệu chứng Làm ra mồ hôi"", ""LieuDung"": ""$10-12g$"", ""CachDung"": ""Dùng dưới dạng thuốc sắc, thuốc pha hay thuốc xông."", ""GhiChu"": ""Hoa cây cơm cháy""}, {""ChuThe"": ""Vị thuốc Cơm cháy"", ""QuanHe"": ""CO_CONG_NANG"", ""DoiTuong"": ""Công năng thông tiểu"", ""LieuDung"": ""Tham khảo liều dùng chung của vị thuốc | $10-12g$"", ""CachDung"": ""Chỉ định lâm sàng theo kinh nghiệm | dưới dạng thuốc sắc"", ""GhiChu"": ""Quả cây cơm cháy | Vỏ cây cơm cháy"", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Cơm cháy"", ""QuanHe"": ""CO_CONG_NANG"", ""DoiTuong"": ""Công năng Nhuận tràng"", ""LieuDung"": ""Tham khảo liều dùng chung của vị thuốc"", ""CachDung"": ""Chỉ định lâm sàng theo kinh nghiệm"", ""GhiChu"": ""Quả cây cơm cháy"", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Cơm cháy"", ""QuanHe"": ""CO_CONG_NANG"", ""DoiTuong"": ""Công năng Lợi tiểu"", ""LieuDung"": ""$10-12g$"", ""CachDung"": ""Dùng dưới dạng thuốc sắc, thuốc pha hay thuốc xông."", ""GhiChu"": ""Hoa cây cơm cháy"", ""sort_weight"": 3.0}]']","**Vị thuốc Cơm cháy** có các công năng sau:

*   Thông tiểu: Tham khảo liều dùng chung của vị thuốc 10-12g. Chỉ định lâm sàng theo kinh nghiệm dưới dạng thuốc sắc. (Quả cây cơm cháy, Vỏ cây cơm cháy)
*   Nhuận tràng: Tham khảo liều dùng chung của vị thuốc. Chỉ định lâm sàng theo kinh nghiệm. (Quả cây cơm cháy)
*   Lợi tiểu: 10-12g. Dùng dưới dạng thuốc sắc, thuốc pha hay thuốc xông. (Hoa cây cơm cháy)","Lợi tiểu, Nhuận tràng, Thông tiểu",1.0,0.5892834461014721,0.9999999999,1.0,0.5021182256581502
"Để chữa bệnh khò khè, vị thuốc mất ngủ hồ đào được dùng với liều lượng và cách thức như thế nào?","['[{""ChuThe"": ""Bài thuốc Mất ngủ Hồ đào"", ""QuanHe"": ""CHU_TRI_TRIEU_CHUNG"", ""DoiTuong"": ""Triệu chứng Khò khè"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Giã nát, dùng mật viên to bằng hạt ngô. Buổi tối trước khi ngủ ngậm 1-2 viên, dùng nước gừng mà ngậm chung"", ""GhiChu"": """", ""sort_weight"": 3.0}]']","Để chữa triệu chứng khò khè, bạn có thể tham khảo bài thuốc sau:

*   **Bài thuốc Mất ngủ Hồ đào**: Hồ đào giã nát, dùng mật viên to bằng hạt ngô. Buổi tối trước khi ngủ ngậm 1-2 viên, dùng nước gừng mà ngậm chung.","Để chữa bệnh khò khè, vị thuốc mất ngủ hồ đào có liều dùng: Theo chỉ định và cách dùng: Giã nát, dùng mật viên to bằng hạt ngô. Buổi tối trước khi ngủ ngậm 1-2 viên, dùng nước gừng mà ngậm chung",1.0,0.47701772264912595,0.9999999999,1.0,0.8648272095358736
Bệnh nhức mỏi chân tay có thể dùng vị thuốc hoặc bài thuốc nào để chữa?,"['[{""ChuThe"": ""Triệu chứng Nhức mỏi chân tay"", ""QuanHe"": ""Được chữa bằng (ViThuoc)"", ""DoiTuong"": ""Vị thuốc Si"", ""LieuDung"": ""Tham khảo liều dùng chung của vị thuốc"", ""CachDung"": ""Chỉ định lâm sàng theo kinh nghiệm"", ""GhiChu"": ""Nhựa si""}, {""ChuThe"": ""Bệnh Nhức mỏi chân tay"", ""QuanHe"": ""Được chữa bằng (ViThuoc)"", ""DoiTuong"": ""Vị thuốc Tỏa dương"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""sort_weight"": 3.0}]']","Dựa trên y văn hiện có, bệnh nhức mỏi chân tay có thể được chữa bằng các vị thuốc sau:

*   **Vị thuốc Tỏa dương**: Chưa ghi nhận liều dùng và cách dùng cụ thể.

**Thông tin tham khảo thêm:**

*   Đối với triệu chứng nhức mỏi chân tay, có thể tham khảo vị thuốc **Si** (nhựa si). Liều dùng và cách dùng: Tham khảo liều dùng chung của vị thuốc và chỉ định lâm sàng theo kinh nghiệm.",Si,1.0,0.0,0.9999999999,1.0,0.3936335489628635
Vị thuốc lá tiết dê tham gia vào bài thuốc để chữa những bệnh gì?,"['[{""ChuThe"": ""Vị thuốc Lá tiết dê"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Chậm tiêu đau bụng lá tiết dê] để chữa"", ""DoiTuong"": ""Bệnh Chậm tiêu"", ""LieuDung"": ""Ngày uống $0,20-0,30g$ thuốc này"", ""CachDung"": ""Tất cả trộn đều, thêm mật vào nhào thành bột nhão, viên thành viên"", ""GhiChu"": ""CT_VT_VN_T288"", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Lá tiết dê"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Chậm tiêu đau bụng lá tiết dê] để chữa"", ""DoiTuong"": ""Triệu chứng Đau bụng"", ""LieuDung"": ""Ngày uống $0,20-0,30g$ thuốc này"", ""CachDung"": ""Tất cả trộn đều, thêm mật vào nhào thành bột nhão, viên thành viên"", ""GhiChu"": ""CT_VT_VN_T288"", ""sort_weight"": 3.0}]']","Vị thuốc **Lá tiết dê** tham gia vào bài thuốc **Bài thuốc Chậm tiêu đau bụng lá tiết dê** để chữa bệnh chậm tiêu và triệu chứng đau bụng. Liều dùng là 0,20-0,30g mỗi ngày, bằng cách trộn đều tất cả các vị thuốc, thêm mật vào nhào thành bột nhão, sau đó viên thành viên để uống.","Chậm tiêu, Đau bụng",1.0,0.486490025113422,0.9999999999,1.0,0.47986172268304456
Bệnh nào có thể chữa bằng bài thuốc chứa nhân sâm?,"['[{""ChuThe"": ""Vị thuốc Nhân sâm"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Các khớp xương đau nhức độc hoạt] để chữa"", ""DoiTuong"": ""Bệnh Các khớp xương đau nhức"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Nhân sâm"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Sốt sài hồ] để chữa"", ""DoiTuong"": ""Bệnh Sốt"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": ""Sốt, hư lao phát sốt, tinh thần mệt mỏi"", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Nhân sâm"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Đau các khớp xương Tía tô] để chữa"", ""DoiTuong"": ""Bệnh Sốt"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Nhân sâm"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Đau các khớp xương Tía tô] để chữa"", ""DoiTuong"": ""Bệnh Cảm mạo"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Nhân sâm"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Đau các khớp xương Tía tô] để chữa"", ""DoiTuong"": ""Triệu chứng Đau các khớp xương"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Nhân sâm"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Đau các khớp xương Tía tô] để chữa"", ""DoiTuong"": ""Triệu chứng Nhức đầu"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Nhân sâm"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Triệu chứng khi ngủ ra mồ hôi trộm phong phong] để chữa"", ""DoiTuong"": ""Triệu chứng Mồ hôi trộm"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Các vị tán nhỏ, trộn đều; mỗi lần trước khi đi ngủ uống $10-12g$ bột này"", ""GhiChu"": """", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Nhân sâm"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Lão Nhân Sâm] để chữa"", ""DoiTuong"": ""Bệnh Ho khan"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Nhân sâm"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Lão Nhân Sâm] để chữa"", ""DoiTuong"": ""Bệnh Lao"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Nhân sâm"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Đầu xương óc sơn thù du] để chữa"", ""DoiTuong"": ""Triệu chứng Đầu xương óc"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Sắc uống hằng ngày. Uống luôn trong 20 ngày."", ""GhiChu"": ""[Nguồn]: CT_VT_VN_T929"", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Nhân sâm"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Náng Chân Tay Tắc Kè] để chữa"", ""DoiTuong"": ""Triệu chứng Ho"", ""LieuDung"": ""Ngày ăn $4g$ bột này"", ""CachDung"": ""Tắc kè một đôi, bỏ đầu, chân, lấy rượu bôi khắp lượt rồi nướng chín, nhân sâm $20g$ (hoặc có thể dùng đảng sâm $40g$). Cả hai vị sấy khô tán nhỏ. Cất trong lọ kín ăn dần."", ""GhiChu"": ""Ho, nặng mặt, nặng cả chân tay. CT_VT_VN_T971"", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Nhân sâm"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Náng Chân Tay Tắc Kè] để chữa"", ""DoiTuong"": ""Triệu chứng Nặng mặt"", ""LieuDung"": ""Ngày ăn $4g$ bột này"", ""CachDung"": ""Tắc kè một đôi, bỏ đầu, chân, lấy rượu bôi khắp lượt rồi nướng chín, nhân sâm $20g$ (hoặc có thể dùng đảng sâm $40g$). Cả hai vị sấy khô tán nhỏ. Cất trong lọ kín ăn dần."", ""GhiChu"": ""Ho, nặng mặt, nặng cả chân tay. CT_VT_VN_T971"", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Nhân sâm"", ""QuanHe"": ""Tham gia bài thuốc [Bài thuốc Náng Chân Tay Tắc Kè] để chữa"", ""DoiTuong"": ""Triệu chứng Náng chân tay"", ""LieuDung"": ""Ngày ăn $4g$ bột này"", ""CachDung"": ""Tắc kè một đôi, bỏ đầu, chân, lấy rượu bôi khắp lượt rồi nướng chín, nhân sâm $20g$ (hoặc có thể dùng đảng sâm $40g$). Cả hai vị sấy khô tán nhỏ. Cất trong lọ kín ăn dần."", ""GhiChu"": ""Ho, nặng mặt, nặng cả chân tay. CT_VT_VN_T971"", ""sort_weight"": 3.0}]']","Dựa trên dữ liệu y văn, vị thuốc Nhân sâm có thể tham gia vào các bài thuốc để chữa các bệnh và triệu chứng sau:

*   Bệnh các khớp xương đau nhức: Tham gia bài thuốc **Các khớp xương đau nhức độc hoạt**.
*   Bệnh sốt: Tham gia bài thuốc **Sốt sài hồ** (Sốt, hư lao phát sốt, tinh thần mệt mỏi) và bài thuốc **Đau các khớp xương Tía tô**.
*   Bệnh cảm mạo: Tham gia bài thuốc **Đau các khớp xương Tía tô**.
*   Triệu chứng đau các khớp xương: Tham gia bài thuốc **Đau các khớp xương Tía tô**.
*   Triệu chứng nhức đầu: Tham gia bài thuốc **Đau các khớp xương Tía tô**.
*   Triệu chứng mồ hôi trộm: Tham gia bài thuốc **Triệu chứng khi ngủ ra mồ hôi trộm phong phong**. Cách dùng: Các vị tán nhỏ, trộn đều; mỗi lần trước khi đi ngủ uống 10-12g bột này.
*   Bệnh ho khan và bệnh lao: Tham gia bài thuốc **Lão Nhân Sâm**.
*   Triệu chứng đầu xương óc: Tham gia bài thuốc **Đầu xương óc sơn thù du**. Cách dùng: Sắc uống hằng ngày. Uống luôn trong 20 ngày.
*   Triệu chứng ho, nặng mặt, nặng cả chân tay: Tham gia bài thuốc **Náng Chân Tay Tắc Kè**. Liều dùng: Ngày ăn 4g bột này. Cách dùng: Tắc kè một đôi, bỏ đầu, chân, lấy rượu bôi khắp lượt rồi nướng chín, nhân sâm 20g (hoặc có thể dùng đảng sâm 40g). Cả hai vị sấy khô tán nhỏ. Cất trong lọ kín ăn dần.","Các khớp xương đau nhức, Cảm mạo, Ho khan, Lao, Sốt, Ho, Mồ hôi trộm, Nhức đầu, Náng chân tay, Nặng mặt, Đau các khớp xương, Đầu xương óc",1.0,0.4641822567407065,0.9999999999,1.0,0.7488978717775885
"Để chữa bệnh diệt côn trùng, vị thuốc tơ mành được dùng với liều lượng và cách thức như thế nào?","['[{""ChuThe"": ""Vị thuốc Tơ mành"", ""QuanHe"": ""CHU_TRI_TRIEU_CHUNG"", ""DoiTuong"": ""Triệu chứng Diệt côn trùng"", ""LieuDung"": ""Dùng theo kinh nghiệm dân gian Ấn Độ"", ""CachDung"": ""Lá tươi"", ""GhiChu"": """", ""sort_weight"": 3.0}]']","Để chữa trị triệu chứng diệt côn trùng, theo kinh nghiệm dân gian Ấn Độ, có thể sử dụng **Tơ mành** như sau:

*   **Cách dùng:** Lá tươi.
*   **Liều dùng:** Dùng theo kinh nghiệm dân gian Ấn Độ.","Để chữa bệnh diệt côn trùng, vị thuốc tơ mành có liều dùng: Dùng theo kinh nghiệm dân gian Ấn Độ và cách dùng: Lá tươi",1.0,0.4351062994377763,0.9999999999,1.0,0.886837280038162
Thành phần hóa học của xương sông gồm những gì?,"['[{""ChuThe"": ""Vị thuốc Xương sông"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Limonen"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": ""string"", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Xương sông"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất Methylthymol"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": ""string"", ""sort_weight"": 3.0}, {""ChuThe"": ""Vị thuốc Xương sông"", ""QuanHe"": ""CO_CHUA_HOAT_CHAT"", ""DoiTuong"": ""Hoạt chất P-Cymen"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": ""string"", ""sort_weight"": 3.0}]']","Thành phần hóa học của **Xương sông** bao gồm:

*   Limonen
*   Hoạt chất Methylthymol
*   Hoạt chất P-Cymen","Methylthymol, P-Cymen, Limonen",1.0,0.5722367746214484,0.9999999999,1.0,0.9581311250721787
Vị thuốc sài hồ có tính gì?,"['[{""ChuThe"": ""Vị thuốc Sài hồ"", ""QuanHe"": ""CO_TINH"", ""DoiTuong"": ""Hàn"", ""LieuDung"": ""Chưa ghi nhận"", ""CachDung"": ""Chưa ghi nhận"", ""GhiChu"": """", ""sort_weight"": 3.0}]']",**Vị thuốc Sài hồ** có tính Hàn.,Hàn,1.0,0.5899037641468227,0.9999999999,1.0,0.9635654106841263
"Để chữa bệnh kinh nguy hiểm của trẻ em, vị thuốc rắn được dùng với liều lượng và cách thức như thế nào?",['Không có dữ liệu'],Hệ thống y văn hiện tại chưa ghi nhận dữ liệu về vấn đề này.,"Để chữa bệnh kinh nguy hiểm của trẻ em, vị thuốc rắn có liều dùng: Tham khảo liều dùng chung của vị thuốc và cách dùng: Dùng dưới hình thức thuốc sắc hay đốt cháy mà dùng",1.0,0.0,0.0,0.0,0.22822503802958444
